CELL	CD52	Ifitm1	Cdkn3	Ly6a	Bax	Aebp2	CD63	Cdkn2a	Cdkn2c	CD48	Pax5	Gapdh	Cdkn2d	Hes5	Id2	CD9	Sfpi1	Fcgr3	Cdk4	Pax4	Cdkn2b	Cbx8	Fcgr2b	Bad	Fas	Klf1	Ccnb2	Ccna1	Ifi205	Lmo2	Ndn	Rora	Tnfsf12	Fosl1	Gfi1b	Trp53	Gata1	Lyl1	Epor	Mbd2	Actb	Cdkn1a	Cdkn1c	Ccnd3	Max	Ccne1	Prf1	Cdk5	Eed	Tgfb1	Cdc42	Tnfrsf1a	Erg	Hey1	Tcf7	Ebf1	Cdk2	Tob1	Ldb1	Ccnb1	Sell	Bcl2l1	Myc	Cdkn1b	Cdk2	CD34	CD55	Pax9	Casp8	Mycn	Cebpa	Ezh2	Akt1	CD53	Ccna2	Irf8	Cdk1	Gfi1	Foxo3	Mpl	Akt2	Foxl1	Muc13	Stat4	Ar	Ccne2	Cycs	Sdpr	Fli1	Zbtb20	PIk3R2	Il7R	Gata3	Gata2	Tcf3	Pecam1	Meis1	Zfpm1	Tgfb3	Ccnc	Myb	Bcl11a	Lin28a	ETS2	Bmi1	Ifi203	Tnfrsf21	Ctnnb1	Flt3	Dtx1	Cbx2	Ccnd1	Stat6	Csf1r	Casp9	Pbx1	Dnmt3b	Zbtb38	Nfkb1	Irf6	Tal1	Esr1	Zhx2	Stat3	Suz12	Ccnb3	Plag1	Rb1	Tek	Irf4	Tgfb2	Akt3	Bcl2l11	Zfp612	Ikzf1	Tnfrsf1b	Tfrc	Tnfsf10	ETS1	Etv3	Stat1	Kit	Dach1	Dnmt1	Brd3	Kdr	Ahr	Zfp532	Etv6	Foxo1	Hlf	Klf12	Ccnd2	Dtx4	Runx2	Mllt3	Satb1	Smarca4	Runx1	Foxp1	Bcl2	Mll5	Tcf4	Bcl11b	Pten	Ep300	vWF	PIk3ca	Sos1	Ikzf2	Notch1	Nfia	Dnmt3a	APC	Nfat5
MPP1	0	12.0387291	0	7.469522117	8.30316421	4.891003635	8.474865072	0	7.800245208	0	0	10.59924117	0	0	0	0	9.853674243	0	6.153705405	0	0	0	0	0	0	0	0	0	0	10.83977026	0	9.612541903	0	0	8.783557564	8.600663135	6.432263577	0	0	8.098615872	13.00100197	0	0	10.38274303	4.336338468	0	0	0	11.77725324	0	11.39630463	8.748922544	11.34878513	0	5.207738234	0	9.946109255	8.220435885	10.3639335	0	0	3.612175408	10.34133876	0	0	9.030260418	0	0	0	12.03942357	0	1.295664695	8.9074131	0	0	0	0	6.097749881	7.275749821	10.10135656	4.749258346	0	10.87342035	9.761217898	0	0	8.027878714	0	9.766874502	9.784126895	8.75207195	0	4.415167821	7.577321707	0	0	9.207038524	0	0	0	11.8058688	0	5.823187673	0	6.747403891	10.89718556	0	3.135565023	8.190471793	0	0	0	9.127044233	7.936982282	6.334038728	0	9.249968955	8.028738886	2.159105823	2.850584354	0	8.429548772	0	9.203655192	8.455012025	0	0	9.878952421	0	0	0	8.97054737	8.152269215	0	8.409662178	8.025794008	0	0	0	0	2.700402266	10.09011357	7.79857739	0	8.727819141	0	0	0	10.0454561	8.56207974	13.15821053	8.242169448	0	0	6.874554766	0	0	11.20376416	0	0	0	0	9.384574321	0	10.37609921	5.753550014	0	9.058997271	4.493350043	10.39884095	0	0	8.785450553	0	9.333321618
MPP1	0	12.68535778	0	10.41821541	8.721097375	3.417311425	7.366518313	0	7.393621986	0	0	10.60375465	7.064373028	0	0	7.675653761	7.873147742	0	8.09195535	0	0	0	0	0	0	0	0	0	0	10.89619465	0	8.679219094	0	0	0	10.43427688	2.211505244	5.566144238	0	9.498250401	13.82396716	0	0	11.14030383	8.470241013	2.639628832	0	0	11.37152885	0	12.35189586	9.054932762	11.31378482	0	0	0	9.232449313	8.930416073	12.05743291	0	8.680488885	9.841190213	12.65959911	3.430289447	0	9.09649843	0	0	10.11457269	9.949968525	0	6.636053558	8.516165817	6.967570314	0	7.535625321	0	0	9.292091017	10.60977777	0	0	11.28694405	10.27449498	0	0	10.50556382	0	11.12508664	0	9.624238855	0	5.26544529	0	0	0	7.755021502	0	0	0	10.65822967	9.326034018	0	8.455215053	7.297461912	11.14369267	9.378069683	5.630279525	0	3.829838021	6.513553733	10.70822484	8.22370059	7.188829851	0	0	7.984267241	0	4.518137046	0	2.353494114	5.457990777	0	11.11809006	9.043217057	0	8.028105641	9.8384504	0	0	0	8.888638399	0	0	7.427623762	7.529758012	8.812596146	0	9.881346121	0	2.368043723	12.44778595	8.27485651	0	9.511277787	0	0	0	11.13620918	0	11.80815128	0	0	0	5.031769962	0	0	12.17099252	8.052752897	0	0	0	1.057702796	0	10.1228329	5.639884564	0	8.609488585	0	9.748963669	0	10.26129712	8.809450917	0	9.393303891
MPP1	6.152691888	10.47756653	0	9.207305461	6.947582827	0	6.035280319	4.751516133	0	0	0	9.017092582	0	0	0	0	8.826845468	2.245749542	5.912443969	0	0	0	3.643021475	0	0	0	0	0	0	10.33388786	0	8.032672416	0	9.09024702	0	10.59452592	0	6.872804554	0	2.248389267	13.73305326	0	0	9.527795925	8.685356957	0	0	0	10.46795716	0	9.941753414	7.277111931	9.646374455	0	0	0	0	0	10.63285406	0	0	0	10.39937526	1.369402153	0	9.17212364	0	0	0	0	10.16935274	0	7.41200525	8.329327728	0	0	0	0	7.848212195	8.785587093	0	0	0	7.481804025	0	0	9.521830057	0	0	10.10893203	9.338727595	0	6.46591727	0	0	0	6.996592296	0	0	7.692372324	10.43514642	0	0	0	0	11.31300315	8.603779184	2.603897945	10.55344335	0	4.024228293	2.279277121	0	0	0	0	7.616692755	0	0	0	0	7.709807198	0	10.85919008	8.786705899	0	0	0	0	0	0	0	0	0	8.477186651	0	8.006469193	2.913626142	0	3.955473432	6.466878045	11.08574133	0	0.850039127	9.464346766	0	0	0	8.28059669	8.856187104	11.40566556	0	0	0	3.133175447	0	0	10.24767656	0	0	0	0	9.316998595	0	9.986495678	7.243300945	0	0	0	0	0	10.56150674	8.766735852	0	7.456270521
MPP1	0	10.44409122	0	8.620849191	9.185189803	4.878807435	8.111866946	0	7.094976406	0	0	9.411063399	9.425262597	0	6.693108696	7.498398353	9.638736583	0	0	0	0	0	0	0	0	0	0	0	0	10.44515873	8.251526551	7.932479301	0	0	0	9.897143066	0	0	1.790644016	0	12.80744231	0	0	9.323612537	7.766400235	0	0	0	11.37507406	6.637192071	11.38096798	8.70176129	11.76580035	0	0	0	9.941014806	0	11.29424185	0	0	9.327465307	10.5512412	0	0	9.191347874	5.974993124	0	8.982717308	10.46278407	0	8.006960737	0	8.346893613	0	0	0	0	9.302880187	10.15098307	0	0	9.556465372	9.716859765	0	0	8.010425018	0	9.410178661	3.293569134	0	0	7.023182709	0	0	0	7.981845105	0	0	0	11.07549984	0	0	0	7.370183774	10.76344913	10.11049566	0	7.575772444	2.161653417	2.640079819	0	7.896542586	0	0	0	8.469465159	8.607086158	0	0	0.177858261	0	0	10.92186452	7.581057011	0	8.732031071	8.502560812	6.852719406	0	0	0	0	6.263723248	5.335624237	0	0	6.746562594	7.796335596	0	0	12.78952748	9.135512391	0	9.715746684	0	0	0	9.065460983	0	10.35137623	2.393619566	0	8.580274986	4.98995714	0	8.300838013	10.49541169	8.175205132	0	0	0	9.601129368	7.72047304	9.69620924	5.974043501	0	8.908239477	4.956515331	0	0	8.521169851	10.25000185	0	9.96695291
MPP1	0	10.78028298	5.35128891	11.92262966	9.172895812	6.676749902	9.295135608	5.815231333	0	0	0	10.0060995	7.300867779	0	0	7.6001666	7.697574136	0	8.559791331	0	0	0	0	0	0	0	0	0	0	10.03075717	9.448469137	0	7.217558871	0	7.68722315	10.11853834	4.525554338	0	0	8.014434692	14.27142897	0	0	10.22405875	7.64006262	8.750058634	0	0	11.1570469	0	12.01404643	9.337711871	11.48265123	0	0	0	8.383884014	6.795636466	11.77009396	0	0	8.150676456	11.6417818	4.240565594	0	9.313747037	0	0	9.452326037	11.34174094	0	6.301908714	8.572488244	0	7.529698145	0	0	0	8.579412574	11.11796688	0	0	10.35019254	8.928086737	0	7.33521302	9.611095785	0.699437767	9.783700806	11.07101128	0	0	7.643731595	7.168022928	0	2.507633296	10.46262704	0	0	8.846029798	11.35518455	0	0.726786746	0	5.311672118	12.65958874	7.825423	6.329408118	0	0	0	5.094799179	8.102651149	0	0	0	0	9.056992473	4.321799979	0	0	8.092572492	9.079157957	10.52379229	7.491713031	0	8.296242353	9.170093404	0	0	0	8.11791984	2.516646021	5.919431853	9.624794836	9.306390664	0	0	0	5.330712641	4.165537376	11.84237423	8.671106807	8.529773383	9.298481168	0	8.265719	0	0	9.644266479	12.91577081	8.383532951	0	0	0	0	0	10.5296892	6.357697551	0	0	0	10.02188915	0	9.437584941	8.673130878	0	8.099682444	6.30547813	9.553189542	0	9.877272479	9.278205865	0	9.744896321
MPP1	0	11.65367306	0	10.13589523	8.563916698	4.565522397	9.17428768	0	0	0	0	11.1061636	7.212882385	0	0	8.034213298	9.224001519	0	8.493832149	0	0	0	0	0	0	0	0	0	0	11.59814331	0	0	8.021532367	0	0	8.40555431	0	7.724720906	5.241578863	7.752176891	13.94800495	0	0	11.32302256	9.387143029	0	0	0	11.03846059	0	11.65211359	8.664223786	11.20460334	0	0	0	0	8.840673945	11.64767777	0	0	9.026633658	11.3459431	4.254884234	0	9.445075786	3.277079783	0	9.313599825	12.1510575	9.361623485	6.669622236	9.243702193	0	0	0	0	9.170552065	9.2683725	10.59338157	0	0	9.007915658	9.955255827	0	0	9.567438446	0	11.08620909	0	0	0	7.192787462	6.794843932	0	3.89695942	9.146602844	8.08227928	3.037783736	7.936212865	11.87424469	0	1.013881832	9.259028623	6.077601809	12.65160886	0	4.725995808	9.94514477	0	0	0	0	0	7.804419606	0	8.936077959	7.867498654	2.951504551	0	0	8.293776449	9.530626652	10.5505494	9.981687927	0	0	0	0	0	0	8.609090739	0	6.497188401	10.44267957	9.247300554	0	0	0	5.591030541	0	13.40081957	11.08410661	8.304179649	6.645551753	0	6.906026022	0	11.52975676	0	11.56446156	8.207033607	0	5.095673489	5.811794192	0	9.53294969	8.309274384	9.722457792	0	0	0	10.41762385	0	10.00204352	7.621684355	0	9.460662393	7.202934039	8.588564998	0	9.544384458	9.804835692	0	10.30858668
MPP1	7.390877719	9.164878831	0	8.952585868	7.266747496	5.173535205	7.928815043	0	7.182314288	0	0	8.147737994	0	0	0	0	10.13819599	0	8.472501069	0	0	0	0	0	0	0	0	0	0	11.09132836	0	7.640913377	0	0	0	10.00308674	0	6.962622772	0	7.809229843	13.93840704	0	0	10.94882088	8.020600189	0	0	0	11.68588387	0	12.4192227	9.40720919	10.89494342	0	6.733150847	0	10.95716636	0	11.19057213	0	0	8.243476466	11.37838075	0	7.685447486	9.45097611	0	0	9.370990155	11.18816673	8.470130336	8.635938971	9.3143991	10.60763196	0	0	0	7.714604663	9.78478051	0	0	0	0	7.723389078	0	0	9.457314479	0	0	9.855769398	0	0	0	0	1.966253022	5.302413489	7.230327448	0	0	7.347650095	11.75261753	0	0	0	6.810351941	10.20622956	8.958555712	5.249325595	11.19266474	0	0	9.704706973	9.625628517	0	8.692559957	0	8.78134806	8.623276776	5.311581091	1.193125606	0.941556643	9.168819494	8.587427672	9.492652848	10.10747993	0	0	10.01942841	0	0	0	0	9.224322789	0	7.886522263	0	7.705659371	6.171895852	0	0	0.656425032	11.77962585	0	9.717332056	9.885318019	0	0	0	9.569034134	9.236805353	10.65977001	4.515824386	0	0	6.540283698	0	11.2502718	11.33088258	0	0	0	0	10.65473173	0	9.781486354	8.50495109	0	7.785094554	6.364718205	9.53630626	7.407301842	7.712824938	9.611253619	0	9.261303276
MPP1	7.368280543	10.4567011	0	7.46434089	8.985269833	6.227057845	8.413249048	0	6.939561113	0	0	10.2499511	3.873509935	0	0	0	8.51528563	0	10.0280866	0	0	0	0	0	0	0	0	0	0	10.80311315	0	8.867059526	0	0	8.565260708	9.951589612	3.14439147	0	4.558831949	8.08440439	14.41392556	0	0	9.973651469	9.638440652	0	0	0	9.248489219	0	11.44659832	10.13242065	11.58655761	0	0	0	7.986277413	0	11.55835061	0	7.462579674	9.306919978	8.876861964	6.022142385	0	9.602925532	0	0	9.73098004	10.94664966	9.711676552	8.906627385	10.05761969	9.890366834	0	5.671763904	0	7.007509438	9.347450438	9.375023419	4.545194217	0	9.823625985	8.343639187	0	0	9.369468094	0	10.33014089	8.877456033	9.468553273	0	6.756907664	0	0	6.424592208	9.125433843	0	5.635382991	7.834182952	11.45649658	9.085867606	0.985798991	8.018157113	7.636368519	11.57668478	8.562974643	4.654910624	9.600137343	0	0	0	9.071547027	5.245465753	0	0	6.942040303	9.029297665	4.262564186	0	0	0	0	10.78736165	9.519364923	0	0	7.871629295	8.152437803	0	0	7.752784237	7.537500626	7.009720608	8.506724867	3.589814083	8.810878499	6.522956532	8.037318582	4.215050404	1.625579006	12.39118087	11.15809255	0	0	0	0	0	11.39477412	0	11.03959247	0	0	0	6.24602557	0	8.31430821	11.82024353	7.557199095	0	0	0	10.05757859	0	9.890099912	8.292373445	0	9.618009821	6.524764861	8.376269248	0	0	9.255147996	0	8.65282248
MPP1	7.987791106	12.15150342	0	10.79738622	0	4.731092945	9.601383358	0	9.060804748	6.67820881	0	10.57079803	7.749963392	0	0	7.30180984	9.574333412	0	8.729106498	0	0	0	0	0	0	0	6.777226807	0	0	11.52703762	8.461210993	0	6.691789326	0	0	10.06654884	0	0.414619448	0	9.0955682	13.60364725	0	0	10.0611407	6.85323902	7.651647941	0	0	11.28846874	0	11.2216264	9.773604387	11.88517622	0	0	0	9.950536001	6.909819341	12.17429851	8.63617745	8.332196818	0	11.24533233	5.095323399	0	9.784542218	0	0	9.743411279	9.35118983	9.858309503	6.562528998	9.11329404	9.977294452	7.521377666	0	0	7.56368302	9.523858098	10.29572327	5.760262735	0	9.590454997	10.52500167	0	0	0	0	11.45988039	10.48804955	10.16097016	0	7.988695693	0	0	4.986773804	8.165264545	0	0	0	12.92606346	8.675043943	0	0	7.042665617	12.31364488	8.687568834	6.51950351	8.728105074	0	0	0	8.466493553	0	0	0	9.046149861	9.84609287	2.030335517	0	1.790518207	9.83348856	8.564548383	10.88499907	9.548663068	0	8.166083586	0	0	0	0	9.379391347	9.29738408	0	9.754435425	8.389621612	0	0	8.34363166	0	0	11.98585537	0	10.38522047	9.107382078	0	0	0	11.331726	8.414548755	11.23101584	0	0	0	6.148590907	0	10.40916119	11.72252472	9.224598592	0	0	0	9.670980537	0	9.830649679	8.772345813	0	8.657900617	0	9.38928418	0	9.705401844	8.854355575	0	8.827277147
MPP1	0	10.55933217	0	8.702788674	0	3.51409594	9.564638939	2.992473263	0	0	0	9.271377264	0	0	0	7.897257084	0	0	8.684802744	0	0	0	0	0	6.918408618	0	0	0	0	11.0191736	0	9.351182784	0	0	0	10.06427046	0	8.045782133	4.32810454	9.312723033	14.65836789	0	0	0	8.654404606	0	0	0	10.64031337	0	10.84573662	9.76586454	9.927505944	0	4.33389664	0	0	0	10.6959764	9.781940334	8.870897226	0	9.200244568	0	0	9.8827861	7.662159192	0	8.406728444	12.83328971	0	0	8.816949065	0	0	0	0	0	7.321621871	0	5.948747574	0	10.17378665	9.357433542	0	0	10.18198937	0	10.7739761	10.0320138	0	0	6.542281376	7.59010204	0	0	9.32641124	0	0	0	12.43927194	0	4.761566087	0	7.464887753	11.81258084	0	6.402892121	8.160447441	0	3.585479858	0	0	7.357474207	0	0	8.840793579	7.250303368	0.995950718	0	2.211649087	10.78252563	8.339271749	10.42842393	0	0	8.085272813	10.01518905	8.052761143	0	0	7.576081296	0	0	8.823632294	0	0	6.309109167	0	0	0.499797542	11.17225554	9.043285416	9.057174103	10.19006676	0	0	0	8.151117338	0	11.8228968	0	0	0	6.302620949	0	8.295604227	11.00566946	9.190678363	0	0	0	9.345813275	0	8.711721799	7.209691939	0	10.49708834	7.442994931	10.55783397	7.43008474	9.699612807	2.238294785	7.573385797	6.612255047
MPP1	0	11.26287293	0	0	7.595223954	6.214632345	9.973327037	0	0	0	0	9.779895787	7.84917182	0	0	7.563552023	10.40559417	0	8.604410343	0	0	0	0	0	0	0	0	0	0	10.37017188	9.135777899	0	0	0	0	9.744986119	0	0	0	9.692686191	13.70941306	0	0	10.16328122	0	0	0	0	11.22282948	0	11.24981472	9.189342469	10.30476919	0	0	0	9.818593648	9.845784875	10.90185514	0	0	5.164454738	10.64893499	5.01439537	5.186027431	9.966550789	5.726415146	0	9.225517372	10.97218508	0	0	9.563043682	0	0	0	0	0	6.337722909	8.21448949	0.14104994	0	9.270591449	9.399544899	0	0	9.141144029	0	10.03678097	10.23514348	0	0	7.310816674	7.838962338	0	0	9.482594111	0	0	8.466102488	12.17294359	0	0.703809982	0	7.213242535	10.9282521	9.087724268	4.854638965	8.508947185	0	0	0	8.223833714	4.672564645	0	0	8.826139793	6.756171145	0	0	3.293260275	11.04116862	0	10.66894261	8.843440627	0	7.7782667	0	7.859589588	0	0	9.19491421	0	0	9.193455646	8.296290022	0	0	7.201699984	5.667967445	0	12.33364507	10.37461668	8.431329158	10.31597096	0	8.567984162	0	11.42505538	0	11.82993955	0	0	0	4.417501574	0.72429669	6.919515795	10.34763583	7.174800893	0	0	0	10.55043938	5.027943063	9.505942289	6.807577357	0	10.33862168	5.109022353	8.125156473	0	8.452337386	9.274809632	0	8.084487236
MPP1	0	12.39656428	11.13794985	9.28792197	7.9344654	5.789384288	9.163779689	0	0	0	0	12.26478971	7.463133822	0	0	11.24299115	11.24540066	0	10.23748459	4.058426092	0	0	0	0	0	0	13.67448248	0	0	12.02615716	0	9.517317034	0	0	9.603318553	11.8470608	0	0	3.627846413	9.602940087	16.03661287	5.632282435	0	12.23692489	9.562933712	0	0	5.117354869	11.74060934	0	13.30214646	11.25135444	12.75797845	0	1.123315131	0	9.291226324	6.016374532	12.44418741	13.45330847	0	9.771131731	7.950606792	5.934551262	0	10.05135395	0	1.947870228	11.55685782	11.05098086	4.055489995	10.63190543	9.721212683	8.418796666	9.914240265	0	9.958760072	0	10.59046244	8.535551631	5.312661139	0	12.07353872	10.77637394	0	0	11.35494764	2.049462586	12.57127428	10.48521279	8.272731611	0	7.42990096	0	8.130946146	3.069532852	10.59636432	8.96820742	8.032635691	7.725968246	12.89288883	4.754191607	0.422277916	9.21618497	7.826610525	11.78712575	8.8087471	8.671134651	0	0	0	0	10.55854058	0	2.009481015	0	10.11352773	9.534719243	5.285182659	4.18664627	2.696628602	9.656854253	0	10.45473419	10.38772095	0	8.360264244	9.468261845	8.640494672	0	0	9.466345174	0	0	12.27206668	10.12218871	0	0	4.35467548	2.681098065	1.061228568	13.88499024	12.86024173	10.25663102	11.06375988	7.71958434	7.044228748	0	12.53552728	8.642261566	13.22077611	9.580746797	0	0	7.489753984	1.551546191	2.46379616	13.14033733	8.155527833	0	6.514729468	0	10.53218383	0	11.65816303	9.79238134	5.297683068	10.33315932	8.324767185	10.55833489	7.383011981	9.873775488	10.85675529	0	8.832982226
MPP1	9.152406578	10.78502873	0	0	10.02506642	6.081892604	9.371334704	3.112879872	0	0	0	11.57149061	0	0	0	0	8.325948886	0	9.453989154	0	0	0	0	0	0	0	0	0	0	10.40896606	0	0	0	0	10.71414131	10.16715179	0	6.741396604	0	0	14.24457539	0	0	9.364152733	7.985555483	0	0	0	11.49471115	6.561638654	12.04805322	9.138474047	9.807598218	0	0	0	9.45419209	9.240854047	11.89593446	7.385448517	7.386057327	0	11.60841213	3.797730893	0	10.15434831	1.965653408	0	9.54979136	0	12.01502505	9.231889306	9.554362927	8.181042052	0	0	0	0	8.522155938	6.907789954	0	0	9.871481123	8.180027884	0	0	9.964442914	0	10.51411828	8.795053038	10.40964449	0	0	0	0	3.752899409	9.195225641	0	0	0	11.99222994	0	5.29388342	7.858614839	7.832713228	10.35323236	0	5.994017884	12.27932242	0	0	8.031137239	10.41590745	0	0	0	9.50885835	8.561355697	4.091712741	0	0	8.486669786	2.573792526	9.772121938	7.888183606	0	0	8.353610955	0	0	0	7.910572525	8.958648843	0	10.67348578	8.087297008	8.301410095	0	9.510778608	5.179120224	0	11.34167888	0	9.3005645	6.170808318	0	0	0	11.26546956	0	10.88656919	0	0	0	3.12844827	0	9.160084963	10.76300506	7.227493501	0	0	0	10.65872561	0	9.505220561	8.23734658	0	3.3427933	5.836516484	0	8.637145072	0	10.38782322	0	5.602394284
MPP1	8.35376487	0	0	9.616178968	9.153430382	4.843373526	0	0	0	9.934325361	0	10.54030696	7.493667213	0	0	0	9.761290499	0	8.836586911	0	0	5.495031279	0	0	0	0	0	0	0	10.54437441	0	0	6.51925648	0	9.476458058	11.26053042	0	0	0	7.586616543	14.22683882	0	0	10.04735281	7.9950309	0	0	0	12.44476225	0	11.94188192	8.858195263	10.26685164	0	0	0	7.538911872	5.573729457	11.82083186	7.870505233	8.052357907	8.197909306	12.5710323	0	0	10.32188409	0	0	10.09872821	9.622368317	10.64068415	0	9.211535876	11.66742369	0	9.559048097	0	0	10.10859122	0	0	0	5.132565292	8.19811473	0	0	11.13103468	0	10.48402986	9.031653218	8.367287328	0.209397944	0	0	0	0	6.901495744	0	0	5.096959653	12.65157033	0	0	0	5.490720199	11.74190752	6.878429212	6.26531775	11.90964879	0	0	0	7.948074166	7.125677721	0	0	0	0	0	0	2.07227082	0	0	9.778113904	8.81094476	0.578729865	0	8.454635297	0	0	0	7.375052173	0	0.107028817	9.989599633	7.612629223	7.14819093	0	0	3.664536526	0.668180993	11.7562532	0	8.456028386	6.988083532	0	0	0	10.68412194	0	9.427231314	0	0	9.803291615	5.561284252	0	12.07946903	12.09543116	0	0	0	0	9.667991317	0	9.485089308	7.459379466	0	6.194250603	1.84291596	9.231165314	6.223084121	0	10.18684322	7.552894095	6.541356676
MPP1	0	11.67242791	0	12.44789333	7.855793013	5.436575396	8.149954818	0	0	7.86705856	0	9.801033753	0	0	0	8.79084529	10.40531632	0	8.108881218	0	0	0	0	0	0	0	0	0	0	11.31103742	0	0	8.065407072	0	0	10.36712205	0	0	0	8.835537412	14.10179305	0	0	9.355996413	0	0	0	0	11.16508234	2.430714702	11.76477164	9.980537669	11.46101124	0	0	0	6.772792811	6.525855427	11.92316424	0	8.268789571	0	0	5.714079954	0	10.4016437	0	0	8.155710229	11.14359221	9.385274194	0	9.301495448	11.56201456	0	0	0	5.836236959	9.87106119	0	0	0	5.096174258	9.481402557	0	2.847255783	10.4889567	0	10.29258388	8.41471309	0	0	5.320946796	0	7.345382828	5.705414516	7.16256702	0	0	9.41680526	10.79411229	9.572758343	0	8.385412786	7.077384264	12.40363533	9.379389979	5.719557379	10.99601308	0	7.170365927	8.564921419	9.584091524	6.811431486	2.578490812	2.479427067	9.482177808	8.376793072	4.137585011	3.690933363	0	8.084785517	0	10.69275495	8.664454824	0	0	8.757722259	0	0	0	9.094705112	0	0	9.559056826	8.126639187	0	6.194364043	10.08947229	0	1.975723794	12.61477608	7.275516092	7.922827048	8.705885228	0	7.25622127	0	11.58770036	0	12.56919358	0	0	0	6.979016931	0	7.732810206	9.393475443	9.483545278	0	0	0	10.81460158	0	9.498366141	9.24540484	0	8.630551005	5.678831203	10.29293609	7.867463726	8.343000048	6.154624933	9.157983807	8.803681148
MPP1	7.276886803	11.52762089	7.615772239	9.568640918	10.15631328	6.099972204	10.18213786	0	7.307532972	0	0	12.15386396	2.119465098	0	7.022172278	8.555275376	10.65721238	0	11.01705636	0	0	0	0	0	0	0	9.961729253	0	0	11.26196669	9.98885879	0	0	0	9.436825258	11.21931382	6.692681272	7.07215805	6.478035846	9.665777841	15.00972919	9.435008128	0	12.64829605	6.718187309	9.148305752	0	0	12.09443824	0	12.71027299	10.25704485	8.78717704	0	0	0	10.40382046	0	11.47896505	8.478213919	0	8.893161429	11.98519838	5.009230083	7.397298276	10.40656102	7.950182313	0	10.49593847	9.429299758	0	9.956917356	10.74842811	0	7.715159459	3.002802549	9.525572757	0	8.582104741	11.07852189	0	0	10.81226223	8.506780984	0	9.271686188	12.1826822	1.059672072	11.08322453	9.545110031	9.70001766	0	5.919451387	8.38059458	0	0	8.414054339	8.445802929	0	0	11.24836887	0	5.423172421	8.553172589	7.754586205	11.24796973	8.516869314	6.798478223	8.223744949	0	5.978753828	9.147801702	7.863187294	0	0	0	5.469892996	8.661841236	0	5.505436149	8.10438267	7.755590716	0	11.18096121	11.3629591	0	0	10.54489756	7.541566762	0	0	9.540952126	0	6.944410404	9.656067491	7.8846281	0	0	8.757616496	4.118462844	3.38091821	12.90151435	12.15851741	11.83173627	10.88443923	0	8.419409157	0	10.81012954	9.069088579	11.08309441	0	0	0	6.119796212	0	0	10.95345705	3.949198488	0	3.572619665	0	10.37190587	0	9.844609896	7.208156952	0	8.754284815	5.414358564	9.517177596	0	8.440159418	9.911325299	7.642207248	9.508407726
MPP1	5.675309174	9.170139568	0	8.611623638	0	5.340391118	8.764173026	0	4.241024236	0	0	9.485210203	7.79134314	0	0	7.247411009	10.79921441	1.081618631	8.397539716	0	0	0	0	0	0	0	0	0	0	11.40676489	0	0	0	0	8.986910048	10.46169973	0	0	3.858813173	7.667366463	14.2789695	10.30456016	0	10.9699615	8.159976184	0	0	4.25777738	11.66809082	8.408709497	12.36998796	9.330539309	8.141157489	0	0	0	9.767278512	0	12.11696494	7.116259563	10.44207967	7.350360091	11.69897542	4.963106038	0	10.48652184	0	0	8.097790214	9.759836667	8.165806066	0	8.869372656	0	0	0	0	0	7.839026944	9.324028429	6.408605763	0	10.32072781	9.236023282	0	2.603086227	9.65352095	0	8.164466172	9.463391719	0	0	8.832915684	8.159733103	0	0	6.776686358	0	4.881704396	0	12.02935828	0	1.069721542	0	6.414340564	10.97580293	9.159670274	6.237197633	0	0	0	0	6.446625101	0	0	0	8.795761854	7.534680813	2.220059473	0	2.210008791	9.69205692	0	10.14625262	8.850181258	0	7.88998994	9.222259618	5.788222975	8.111881294	0	7.082074966	0	5.212106406	9.770341823	0.110124822	9.034825374	6.213152306	5.184985155	0	2.554826565	12.93426394	11.45649915	0	8.28612172	0	0	0	10.93752383	8.410785672	11.60133937	1.568574837	0	0	6.417779356	0	0	10.36495253	10.3295992	0.836154142	5.784869497	0	9.98594941	0	8.574565146	8.715101828	0	0	5.486794294	7.173223714	0	9.740544427	10.18153533	8.582072417	10.12598433
MPP1	7.436290315	10.11902341	0	7.39411264	8.819964392	3.517066296	0	0	0	0	0	9.586662276	0	0	0	0	10.0252857	0	7.13816361	0	0	0	0	0	0	0	0	0	0	9.977761353	7.675627725	0	0	0	0	9.355396339	0	0	0	8.597710797	13.67646951	0	0	9.337908393	7.422241504	0	0	0	9.98429434	0	10.90436302	9.743857212	11.1813287	0	0	0	7.210998854	9.32701745	11.11479481	2.175175983	0	7.573320697	9.208074769	3.583104243	7.608627869	10.62322701	0	0	9.758267701	11.11274388	9.489743897	8.840578773	9.110484655	11.36998805	0	5.60716879	0	6.97480483	6.990708828	7.308167164	0	0	7.1828324	9.303809089	0	0	9.834850228	0	9.930492232	9.089565414	8.45403911	0	3.956881299	0	0	5.381586546	7.783273517	0	1.958175771	0	10.72337228	8.745975811	0	0	6.5472186	11.93802655	8.313130677	0	12.10899882	0	0	0	9.823214094	0	0	0	0	8.156503063	4.701060727	0	3.613165017	8.335180306	0	9.479676097	8.325553835	0	0	8.33052043	0	0	0	0	8.141391243	6.743323483	8.589394018	0	0	0	0	4.936907811	0	11.24406286	9.747424876	0	6.467779931	0	6.867106946	0	10.57035091	8.840792577	11.34526483	0	0	0	4.569235774	0	10.53810471	11.01386077	7.974743928	0	0	0	8.296379141	0	9.464649518	6.404897989	0	7.707017871	5.538388576	7.587498485	8.114408527	7.008978852	9.783054532	0	9.227624622
